room_id,room_num,type,price,Branch_name,booking_count,total_revenue,avg_stay,cluster,cluster_name
191,676,Family,301.0,Mansoura Center Branch,1.0,1994.74,7.0,1,1st (Cluster 1)
192,760,Double,145.0,Aswan View Branch,2.0,2034.7,6.5,1,1st (Cluster 1)
198,299,Twin,189.0,Mansoura Center Branch,2.0,3194.3399999999997,8.5,1,1st (Cluster 1)
199,841,Single,299.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
201,473,Double,83.0,Mansoura Center Branch,1.0,1446.4,14.0,1,1st (Cluster 1)
204,747,Family,320.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
205,968,Family,233.0,Aswan View Branch,1.0,3957.21,13.0,1,1st (Cluster 1)
206,805,Twin,132.0,Downtown Branch,2.0,1979.23,10.0,1,1st (Cluster 1)
207,681,Family,51.0,Aswan View Branch,2.0,1068.73,8.0,1,1st (Cluster 1)
210,519,Double,193.0,Aswan View Branch,1.0,663.88,3.0,1,1st (Cluster 1)
211,918,Twin,305.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
213,635,Twin,233.0,Downtown Branch,2.0,5044.29,9.0,1,1st (Cluster 1)
214,707,Single,80.0,Downtown Branch,1.0,1066.66,13.0,1,1st (Cluster 1)
216,427,Family,196.0,Aswan View Branch,1.0,1788.04,10.0,1,1st (Cluster 1)
217,488,Twin,170.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
220,881,Deluxe,224.0,Aswan View Branch,1.0,1187.52,6.0,2,2st (Cluster 2)
221,115,Single,203.0,Mansoura Center Branch,2.0,1670.48,4.5,1,1st (Cluster 1)
224,186,Family,324.0,Aswan View Branch,1.0,2564.04,6.0,1,1st (Cluster 1)
233,734,Family,168.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
235,638,Twin,141.0,Aswan View Branch,1.0,1712.32,13.0,1,1st (Cluster 1)
237,370,Single,218.0,Luxor Nile Branch,1.0,2059.26,8.0,1,1st (Cluster 1)
246,767,Double,295.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
247,511,Single,105.0,Mansoura Center Branch,1.0,1933.62,14.0,1,1st (Cluster 1)
248,351,Single,309.0,Luxor Nile Branch,1.0,1972.96,5.0,1,1st (Cluster 1)
253,574,Family,102.0,Aswan View Branch,1.0,1566.31,13.0,1,1st (Cluster 1)
254,890,Twin,166.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
255,335,Deluxe,266.0,Luxor Nile Branch,1.0,2713.87,10.0,2,2st (Cluster 2)
259,524,Deluxe,193.0,Aswan View Branch,1.0,1374.1,6.0,2,2st (Cluster 2)
260,553,Twin,324.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
262,693,Double,174.0,Aswan View Branch,1.0,3064.42,14.0,1,1st (Cluster 1)
263,376,Twin,255.0,Luxor Nile Branch,1.0,498.46,2.0,1,1st (Cluster 1)
264,609,Family,258.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
270,745,Family,178.0,Mansoura Center Branch,2.0,3247.62,7.5,1,1st (Cluster 1)
272,326,Double,201.0,Mansoura Center Branch,1.0,2433.63,10.0,1,1st (Cluster 1)
273,841,Twin,177.0,Luxor Nile Branch,1.0,1903.09,8.0,1,1st (Cluster 1)
274,368,Deluxe,134.0,Mansoura Center Branch,1.0,1693.56,10.0,2,2st (Cluster 2)
275,844,Single,161.0,Luxor Nile Branch,1.0,447.26,3.0,1,1st (Cluster 1)
276,336,Double,217.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
277,882,Deluxe,298.0,Downtown Branch,1.0,1632.15,6.0,2,2st (Cluster 2)
278,983,Suite,311.0,Downtown Branch,1.0,2013.07,6.0,2,2st (Cluster 2)
280,151,Family,170.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
283,244,Double,147.0,Downtown Branch,2.0,1294.79,3.5,1,1st (Cluster 1)
284,752,Twin,256.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
288,886,Family,179.0,Mansoura Center Branch,1.0,1611.15,10.0,1,1st (Cluster 1)
290,452,Suite,280.0,Aswan View Branch,1.0,1196.8,4.0,2,2st (Cluster 2)
291,754,Twin,278.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
292,116,Twin,308.0,Aswan View Branch,1.0,1605.43,4.0,1,1st (Cluster 1)
296,328,Single,180.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
297,222,Single,232.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
303,864,Double,93.0,Mansoura Center Branch,2.0,1827.69,8.5,1,1st (Cluster 1)
304,999,Family,274.0,Aswan View Branch,1.0,3572.83,10.0,1,1st (Cluster 1)
306,662,Suite,193.0,Aswan View Branch,2.0,4069.72,9.5,2,2st (Cluster 2)
307,843,Twin,151.0,Downtown Branch,2.0,3234.91,9.0,1,1st (Cluster 1)
309,433,Double,215.0,Mansoura Center Branch,1.0,1247.35,5.0,1,1st (Cluster 1)
313,613,Suite,214.0,Aswan View Branch,1.0,2200.76,10.0,2,2st (Cluster 2)
319,352,Family,205.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
321,668,Twin,198.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
323,797,Deluxe,181.0,Luxor Nile Branch,1.0,1978.64,10.0,2,2st (Cluster 2)
326,904,Double,251.0,Aswan View Branch,1.0,2175.87,7.0,1,1st (Cluster 1)
328,593,Family,102.0,Downtown Branch,1.0,690.37,7.0,1,1st (Cluster 1)
330,507,Family,338.0,Mansoura Center Branch,2.0,2916.7200000000003,4.5,1,1st (Cluster 1)
331,472,Family,54.0,Mansoura Center Branch,1.0,558.25,9.0,1,1st (Cluster 1)
332,342,Single,232.0,Luxor Nile Branch,2.0,2473.7999999999997,5.0,1,1st (Cluster 1)
334,519,Twin,277.0,Luxor Nile Branch,2.0,5550.4400000000005,8.5,1,1st (Cluster 1)
335,363,Family,271.0,Luxor Nile Branch,1.0,1410.19,6.0,1,1st (Cluster 1)
337,757,Family,234.0,Aswan View Branch,2.0,5507.26,10.0,1,1st (Cluster 1)
339,735,Single,195.0,Aswan View Branch,2.0,3531.34,9.5,1,1st (Cluster 1)
341,188,Double,247.0,Luxor Nile Branch,1.0,765.99,3.0,1,1st (Cluster 1)
343,695,Family,168.0,Aswan View Branch,1.0,2061.11,12.0,1,1st (Cluster 1)
345,227,Twin,98.0,Downtown Branch,1.0,925.51,8.0,1,1st (Cluster 1)
346,327,Single,181.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
349,322,Family,142.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
350,759,Suite,260.0,Mansoura Center Branch,2.0,2847.66,9.5,2,2st (Cluster 2)
353,556,Single,269.0,Aswan View Branch,1.0,3014.12,9.0,1,1st (Cluster 1)
356,258,Twin,301.0,Mansoura Center Branch,1.0,927.84,3.0,1,1st (Cluster 1)
363,660,Deluxe,166.0,Mansoura Center Branch,1.0,1255.45,6.0,2,2st (Cluster 2)
364,556,Family,76.0,Mansoura Center Branch,2.0,1767.08,10.0,1,1st (Cluster 1)
366,424,Deluxe,210.0,Aswan View Branch,2.0,2869.8,6.0,2,2st (Cluster 2)
367,922,Family,214.0,Downtown Branch,1.0,1913.04,10.0,1,1st (Cluster 1)
368,349,Double,156.0,Aswan View Branch,2.0,3782.1099999999997,11.0,1,1st (Cluster 1)
377,206,Double,189.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
378,945,Single,281.0,Mansoura Center Branch,2.0,4671.77,6.5,1,1st (Cluster 1)
380,450,Single,300.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
382,188,Family,121.0,Mansoura Center Branch,1.0,717.78,6.0,1,1st (Cluster 1)
383,716,Family,96.0,Downtown Branch,2.0,2705.48,11.0,1,1st (Cluster 1)
386,923,Double,171.0,Luxor Nile Branch,1.0,2303.72,13.0,1,1st (Cluster 1)
387,394,Double,142.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
389,601,Suite,169.0,Mansoura Center Branch,2.0,2112.16,7.0,2,2st (Cluster 2)
390,714,Family,58.0,Downtown Branch,2.0,1166.0,8.5,1,1st (Cluster 1)
391,503,Double,243.0,Luxor Nile Branch,2.0,3549.58,8.0,1,1st (Cluster 1)
392,366,Double,102.0,Luxor Nile Branch,2.0,1988.84,9.5,1,1st (Cluster 1)
394,126,Double,186.0,Downtown Branch,2.0,1548.83,4.0,1,1st (Cluster 1)
396,988,Single,266.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
397,882,Twin,208.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
401,199,Family,287.0,Luxor Nile Branch,2.0,4232.32,6.0,1,1st (Cluster 1)
403,839,Twin,185.0,Aswan View Branch,1.0,1638.66,10.0,1,1st (Cluster 1)
407,224,Suite,239.0,Mansoura Center Branch,1.0,1442.25,6.0,2,2st (Cluster 2)
408,483,Twin,247.0,Aswan View Branch,1.0,1476.39,5.0,1,1st (Cluster 1)
410,730,Family,270.0,Mansoura Center Branch,1.0,1379.95,5.0,1,1st (Cluster 1)
411,146,Twin,347.0,Mansoura Center Branch,1.0,2017.97,6.0,1,1st (Cluster 1)
413,806,Family,122.0,Downtown Branch,1.0,735.73,6.0,1,1st (Cluster 1)
415,179,Family,323.0,Luxor Nile Branch,1.0,1936.51,5.0,1,1st (Cluster 1)
419,571,Double,341.0,Downtown Branch,1.0,3617.85,12.0,1,1st (Cluster 1)
420,409,Single,178.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
421,762,Twin,256.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
422,765,Twin,82.0,Aswan View Branch,1.0,698.93,9.0,1,1st (Cluster 1)
423,607,Double,161.0,Aswan View Branch,1.0,2128.58,14.0,1,1st (Cluster 1)
424,891,Twin,115.0,Aswan View Branch,2.0,2117.49,8.0,1,1st (Cluster 1)
425,664,Family,261.0,Mansoura Center Branch,1.0,634.78,2.0,1,1st (Cluster 1)
426,888,Family,225.0,Aswan View Branch,1.0,613.9,3.0,1,1st (Cluster 1)
427,662,Family,297.0,Aswan View Branch,2.0,6955.68,11.0,1,1st (Cluster 1)
429,797,Family,257.0,Downtown Branch,1.0,851.28,3.0,1,1st (Cluster 1)
432,737,Double,80.0,Luxor Nile Branch,1.0,296.8,4.0,1,1st (Cluster 1)
434,220,Single,58.0,Mansoura Center Branch,2.0,828.5699999999999,7.5,1,1st (Cluster 1)
435,160,Suite,161.0,Aswan View Branch,1.0,1708.76,8.0,2,2st (Cluster 2)
436,551,Suite,190.0,Aswan View Branch,1.0,912.96,4.0,2,2st (Cluster 2)
437,630,Family,223.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
438,834,Single,288.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
439,618,Twin,98.0,Aswan View Branch,1.0,1081.33,11.0,1,1st (Cluster 1)
446,194,Family,272.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
452,398,Family,276.0,Downtown Branch,1.0,2148.55,6.0,1,1st (Cluster 1)
457,915,Double,216.0,Mansoura Center Branch,1.0,2352.46,10.0,1,1st (Cluster 1)
458,757,Twin,273.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
459,181,Twin,242.0,Mansoura Center Branch,1.0,3293.71,14.0,1,1st (Cluster 1)
461,303,Family,307.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
463,162,Suite,265.0,Mansoura Center Branch,1.0,1568.95,5.0,2,2st (Cluster 2)
465,189,Family,222.0,Aswan View Branch,1.0,1445.97,6.0,1,1st (Cluster 1)
466,395,Single,268.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
469,307,Family,274.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
474,242,Twin,154.0,Luxor Nile Branch,1.0,2244.23,13.0,1,1st (Cluster 1)
475,714,Family,206.0,Aswan View Branch,2.0,2025.09,4.0,1,1st (Cluster 1)
476,652,Twin,283.0,Downtown Branch,1.0,493.33,2.0,1,1st (Cluster 1)
477,847,Single,215.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
478,300,Twin,288.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
483,998,Single,194.0,Mansoura Center Branch,1.0,2373.34,13.0,1,1st (Cluster 1)
486,666,Double,263.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
487,630,Twin,146.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
492,466,Single,259.0,Aswan View Branch,1.0,1273.42,4.0,1,1st (Cluster 1)
501,240,Twin,284.0,Downtown Branch,2.0,4492.24,8.0,1,1st (Cluster 1)
502,396,Single,176.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
504,765,Deluxe,243.0,Luxor Nile Branch,1.0,1416.22,6.0,2,2st (Cluster 2)
506,398,Double,213.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
507,859,Family,219.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
510,532,Suite,242.0,Aswan View Branch,1.0,2173.58,7.0,2,2st (Cluster 2)
513,608,Single,291.0,Mansoura Center Branch,1.0,2240.12,9.0,1,1st (Cluster 1)
514,496,Single,312.0,Aswan View Branch,1.0,3615.74,13.0,1,1st (Cluster 1)
516,328,Double,239.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
519,264,Twin,144.0,Mansoura Center Branch,1.0,1794.42,12.0,1,1st (Cluster 1)
520,790,Single,335.0,Downtown Branch,2.0,3628.99,9.5,1,1st (Cluster 1)
522,166,Single,348.0,Aswan View Branch,1.0,2852.21,8.0,1,1st (Cluster 1)
523,753,Twin,227.0,Luxor Nile Branch,1.0,392.22,2.0,1,1st (Cluster 1)
527,854,Family,302.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
528,806,Deluxe,204.0,Aswan View Branch,1.0,1050.41,4.0,2,2st (Cluster 2)
529,509,Family,298.0,Luxor Nile Branch,1.0,4183.61,12.0,1,1st (Cluster 1)
531,636,Twin,144.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
532,203,Deluxe,152.0,Downtown Branch,1.0,1970.64,10.0,2,2st (Cluster 2)
535,278,Single,219.0,Downtown Branch,2.0,3899.84,7.0,1,1st (Cluster 1)
536,368,Double,170.0,Aswan View Branch,1.0,2047.03,11.0,1,1st (Cluster 1)
537,575,Family,188.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
543,877,Double,154.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
546,540,Double,242.0,Luxor Nile Branch,1.0,1408.63,6.0,1,1st (Cluster 1)
547,501,Twin,282.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
549,240,Twin,214.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
553,441,Twin,253.0,Mansoura Center Branch,2.0,1618.5300000000002,3.0,1,1st (Cluster 1)
554,379,Single,67.0,Mansoura Center Branch,2.0,1489.43,10.0,1,1st (Cluster 1)
555,145,Suite,159.0,Aswan View Branch,1.0,1141.3,8.0,2,2st (Cluster 2)
556,406,Twin,214.0,Mansoura Center Branch,1.0,3366.89,14.0,1,1st (Cluster 1)
558,103,Double,187.0,Downtown Branch,2.0,3085.92,7.0,1,1st (Cluster 1)
560,810,Deluxe,138.0,Mansoura Center Branch,1.0,1916.88,11.0,2,2st (Cluster 2)
561,595,Double,281.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
562,406,Single,340.0,Aswan View Branch,1.0,3038.94,8.0,1,1st (Cluster 1)
563,961,Twin,343.0,Downtown Branch,2.0,4227.68,6.0,1,1st (Cluster 1)
565,562,Twin,275.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
566,391,Family,138.0,Aswan View Branch,2.0,3171.64,10.5,1,1st (Cluster 1)
570,225,Double,260.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
571,724,Single,153.0,Aswan View Branch,1.0,917.54,7.0,1,1st (Cluster 1)
575,670,Single,77.0,Aswan View Branch,1.0,809.13,10.0,1,1st (Cluster 1)
580,514,Twin,196.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
583,278,Twin,83.0,Mansoura Center Branch,2.0,2190.68,11.0,1,1st (Cluster 1)
584,847,Family,315.0,Mansoura Center Branch,1.0,3095.68,11.0,1,1st (Cluster 1)
585,103,Twin,103.0,Luxor Nile Branch,1.0,1339.22,12.0,1,1st (Cluster 1)
591,996,Single,207.0,Luxor Nile Branch,1.0,798.43,4.0,1,1st (Cluster 1)
593,768,Family,171.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
594,139,Double,156.0,Mansoura Center Branch,1.0,475.31,3.0,1,1st (Cluster 1)
596,999,Single,262.0,Mansoura Center Branch,2.0,6895.34,12.0,1,1st (Cluster 1)
597,303,Double,149.0,Mansoura Center Branch,2.0,2563.94,6.5,1,1st (Cluster 1)
599,517,Double,338.0,Mansoura Center Branch,1.0,1363.07,4.0,1,1st (Cluster 1)
600,610,Single,301.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
604,969,Double,246.0,Luxor Nile Branch,1.0,2949.14,9.0,1,1st (Cluster 1)
607,271,Twin,321.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
608,877,Double,338.0,Downtown Branch,2.0,4996.32,7.5,1,1st (Cluster 1)
